               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/rov_mAP,   metrics/plant_mAP,metrics/animal_fish_mAP,metrics/animal_starfish_mAP,metrics/animal_shells_mAP,metrics/animal_crabh_mAP,metrics/animal_eel_mAP,metrics/animal_etc_mAP,metrics/trash_etc_mAP,metrics/trash_fabric_mAP,metrics/trash_fisching_gear_mAP,metrics/trash_metal_mAP,metrics/trash_paper_mAP,metrics/trash_plastic_mAP,metrics/trash_rubber_mAP,metrics/trash_wood_mAP,  metrics/rov_mAP_50,metrics/plant_mAP_50,metrics/animal_fish_mAP_50,metrics/animal_starfish_mAP_50,metrics/animal_shells_mAP_50,metrics/animal_crabh_mAP_50,metrics/animal_eel_mAP_50,metrics/animal_etc_mAP_50,metrics/trash_etc_mAP_50,metrics/trash_fabric_mAP_50,metrics/trash_fisching_gear_mAP_50,metrics/trash_metal_mAP_50,metrics/trash_paper_mAP_50,metrics/trash_plastic_mAP_50,metrics/trash_rubber_mAP_50,metrics/trash_wood_mAP_50
                 142,            0.029259,           0.0075313,           0.0042283,             0.64866,             0.48541,             0.49118,             0.31472,            0.035925,            0.020471,            0.035012,            0.005347,            0.005347,            0.005347,             0.66682,             0.23728,             0.19188,             0.25053,             0.25222,             0.13039,             0.33958,             0.22955,             0.22531,             0.44196,             0.23315,             0.37362,             0.38709,             0.43711,             0.29755,             0.34152,             0.84355,              0.3988,             0.35829,             0.59638,              0.4817,             0.27685,             0.57111,             0.36299,             0.38457,             0.58403,             0.40384,             0.52496,             0.52431,             0.64924,              0.4084,             0.48978
                 143,            0.028566,           0.0073853,           0.0040838,             0.64691,             0.48869,             0.49005,             0.31342,            0.035893,            0.020464,            0.034973,            0.005314,            0.005314,            0.005314,             0.66787,             0.23765,             0.19525,             0.23782,             0.25277,             0.12311,             0.34289,             0.22309,             0.22417,             0.44143,             0.22882,              0.3737,             0.38287,             0.44033,             0.29958,             0.34337,             0.84418,             0.40067,             0.35884,             0.58024,             0.48703,             0.25992,             0.57902,             0.35059,             0.38541,              0.5907,             0.39724,             0.52229,              0.5303,             0.65248,             0.40686,             0.49504
                 144,            0.028341,           0.0074658,           0.0044055,             0.65118,             0.48206,             0.48951,             0.31482,            0.035801,            0.020491,            0.034962,            0.005281,            0.005281,            0.005281,             0.66689,             0.23555,             0.19166,             0.26342,             0.25119,             0.12698,             0.34107,             0.21793,             0.22818,             0.43969,             0.21974,              0.3806,             0.38698,             0.44349,             0.29589,             0.34785,             0.84242,              0.4002,             0.35718,             0.59907,             0.48981,             0.26055,             0.57665,              0.3492,             0.38876,             0.57696,             0.38858,             0.52916,             0.52917,              0.6527,             0.40843,             0.48328
                 145,            0.028794,           0.0074228,           0.0043238,             0.65884,             0.47792,             0.48879,             0.31527,            0.035815,             0.02058,            0.034803,            0.005248,            0.005248,            0.005248,             0.66411,             0.24464,             0.18975,             0.26271,             0.24912,             0.13301,             0.34475,              0.2152,             0.22979,             0.43609,             0.21622,              0.3795,             0.39106,             0.44123,             0.29979,              0.3474,             0.84093,             0.40516,             0.34868,             0.58664,             0.49185,             0.26487,             0.56884,              0.3382,             0.39154,             0.58645,             0.38586,             0.53345,             0.53622,              0.6504,             0.41046,             0.48109
                 146,            0.030149,           0.0074627,           0.0044305,             0.65764,             0.48129,             0.48994,             0.31474,            0.035868,            0.020583,            0.034635,            0.005215,            0.005215,            0.005215,             0.66609,             0.25057,             0.18922,             0.25032,             0.25394,             0.13277,             0.34791,             0.21361,             0.22917,             0.43367,             0.21485,             0.38359,             0.39383,             0.43922,             0.29598,             0.34112,             0.84271,              0.4211,             0.35917,             0.57558,             0.49385,              0.2626,             0.56871,             0.35404,             0.39605,             0.57306,             0.38811,             0.54017,             0.53653,             0.64777,             0.41018,             0.46939
                 147,            0.028918,           0.0074765,           0.0044904,             0.64584,             0.48561,             0.48845,             0.31515,             0.03584,            0.020607,            0.034726,            0.005182,            0.005182,            0.005182,             0.66476,              0.2563,             0.18339,             0.25867,             0.25504,             0.13068,             0.34325,              0.2071,             0.23096,              0.4459,             0.21023,             0.38721,             0.38886,               0.438,              0.2968,             0.34521,             0.84235,             0.41881,             0.33981,             0.58201,             0.49436,             0.26784,             0.56449,             0.34978,             0.39194,             0.57851,             0.37976,             0.54354,             0.53162,             0.64276,             0.40785,             0.47974
                 148,             0.02846,           0.0074978,           0.0044462,              0.6456,             0.48387,             0.48949,             0.31335,            0.035907,            0.020691,            0.034846,            0.005149,            0.005149,            0.005149,             0.66527,              0.2469,              0.1837,             0.26312,             0.24992,             0.13046,             0.33246,             0.21371,             0.23031,             0.44761,             0.20941,             0.38911,             0.38011,             0.43757,             0.29064,             0.34329,             0.84267,             0.41929,             0.34493,             0.59423,             0.49133,             0.27009,             0.55526,             0.35576,             0.39054,             0.59708,             0.37339,              0.5416,             0.53177,             0.63715,             0.40896,             0.47784
                 149,            0.028447,            0.007421,           0.0042555,             0.63845,             0.48469,             0.49089,             0.31529,            0.035884,            0.020679,            0.034874,            0.005116,            0.005116,            0.005116,             0.66785,             0.25373,             0.18641,             0.27089,             0.24918,             0.13309,             0.32747,             0.21337,              0.2325,             0.45129,             0.20588,              0.3913,             0.36861,               0.444,             0.29895,             0.35018,             0.84279,             0.42091,             0.34868,             0.59565,             0.49594,             0.27337,             0.55042,             0.35811,             0.39374,             0.60094,             0.35961,             0.54353,             0.53047,             0.64516,             0.40959,              0.4854
                 150,            0.028847,           0.0073471,           0.0042542,             0.64096,             0.48537,             0.49093,             0.31563,            0.035873,            0.020564,            0.034928,            0.005083,            0.005083,            0.005083,             0.66757,             0.25596,             0.17705,             0.27571,             0.24143,             0.13879,             0.32843,             0.22006,              0.2311,              0.4452,             0.20566,             0.38691,             0.37821,             0.44551,             0.30217,             0.35023,             0.84412,             0.40303,             0.32551,             0.60171,             0.49571,              0.2776,             0.54918,             0.37802,             0.39431,             0.59803,              0.3624,             0.54265,             0.53885,             0.64808,             0.40743,             0.48818
                 151,            0.027357,            0.007388,           0.0042072,             0.63847,             0.48655,             0.49268,             0.31606,             0.03582,            0.020579,            0.034995,             0.00505,             0.00505,             0.00505,             0.66603,             0.25642,             0.18005,             0.28032,             0.24619,             0.14009,             0.32752,             0.20773,             0.22948,             0.44995,              0.2125,             0.39024,             0.37675,             0.44509,             0.29747,             0.35113,             0.84291,             0.41716,             0.34106,             0.60111,             0.50016,             0.27736,             0.54437,             0.36157,             0.39202,             0.60325,             0.36811,             0.54151,             0.54313,             0.64684,             0.40639,             0.49595
                 152,            0.028123,           0.0074734,           0.0039953,             0.63556,              0.4851,             0.49248,               0.316,            0.035798,            0.020532,            0.034914,            0.005017,            0.005017,            0.005017,             0.66712,             0.25685,             0.17601,             0.28198,             0.24662,             0.13637,             0.32728,             0.20135,             0.23143,             0.45549,             0.21254,             0.38992,             0.37823,              0.4433,             0.29527,             0.35622,             0.84326,             0.42197,              0.3351,             0.60929,              0.5035,             0.27142,             0.54538,             0.35558,             0.39271,              0.6085,             0.36419,              0.5359,             0.54253,             0.64192,             0.40517,             0.50324
                 153,            0.028466,           0.0073819,           0.0041098,             0.64854,             0.48655,             0.49268,             0.31707,            0.035864,            0.020586,            0.034845,            0.004984,            0.004984,            0.004984,             0.66537,             0.25716,             0.17328,             0.29181,             0.24418,             0.13322,             0.32666,             0.20707,             0.23104,             0.46615,             0.20789,             0.39061,             0.37812,             0.44504,             0.29239,              0.3632,             0.84183,             0.42441,             0.31074,             0.62712,             0.50478,             0.27422,             0.53867,             0.35841,              0.3921,             0.61031,              0.3667,             0.53805,             0.54675,             0.64103,             0.40537,             0.50244
                 154,            0.028448,           0.0073615,           0.0040369,             0.66069,              0.4821,             0.49295,             0.31725,            0.035866,            0.020598,            0.034953,            0.004951,            0.004951,            0.004951,             0.66497,             0.25526,             0.17432,             0.29554,             0.24955,             0.13131,             0.32897,             0.21689,             0.22767,             0.47795,             0.20405,             0.38738,             0.37031,             0.44287,             0.29639,             0.35252,             0.84136,             0.41426,             0.32434,             0.63391,             0.50789,              0.2725,             0.54188,             0.35573,             0.39034,             0.61744,             0.36155,             0.53519,             0.54698,             0.63999,             0.40648,             0.49736
                 155,             0.02732,           0.0072515,           0.0039311,             0.67097,             0.47775,              0.4924,             0.31806,            0.035839,            0.020585,             0.03507,            0.004918,            0.004918,            0.004918,             0.66806,             0.25457,             0.17441,             0.29146,             0.25082,             0.12412,               0.332,             0.21113,             0.22592,              0.4864,             0.20644,             0.38738,             0.37425,             0.44414,              0.2984,             0.35939,             0.84029,             0.40851,             0.32583,             0.63018,             0.50589,             0.26305,             0.54022,             0.35475,             0.38703,              0.6244,             0.36434,             0.53496,             0.55001,             0.63805,             0.40791,             0.50297
                 156,            0.027643,            0.007284,           0.0038628,             0.67838,             0.47884,             0.49527,             0.31853,            0.035866,            0.020595,            0.035096,            0.004885,            0.004885,            0.004885,             0.66776,             0.25576,             0.17132,             0.28338,             0.24789,             0.12736,             0.33054,             0.21642,             0.22618,             0.48438,             0.21014,             0.38851,             0.37638,             0.44632,             0.30421,             0.35988,             0.84001,             0.41349,             0.32208,             0.63928,             0.50369,             0.26281,             0.54452,             0.36565,             0.38593,             0.62516,             0.37737,              0.5385,             0.55322,             0.64159,             0.40965,             0.50136
                 157,            0.027099,            0.007195,           0.0038928,             0.66725,             0.48217,             0.49543,             0.31813,            0.035868,            0.020656,            0.035119,            0.004852,            0.004852,            0.004852,             0.66752,             0.25376,             0.16934,             0.28386,             0.24645,               0.124,             0.32783,             0.21355,             0.22612,             0.48485,             0.21752,             0.38585,             0.37758,             0.44636,             0.30199,             0.36355,             0.83827,             0.41299,             0.32115,             0.64262,             0.50453,             0.26122,             0.54887,             0.35331,             0.38624,             0.62407,             0.39821,             0.53238,             0.55372,             0.63849,             0.40935,             0.50146
                 158,            0.026752,           0.0072327,           0.0037693,             0.67232,             0.48092,             0.49651,             0.31745,             0.03586,            0.020657,             0.03508,            0.004819,            0.004819,            0.004819,             0.66453,             0.25178,             0.17049,             0.28737,             0.23847,             0.12471,             0.32703,             0.21218,             0.22453,             0.48135,             0.21753,              0.3886,             0.37917,             0.44614,             0.30153,             0.36375,             0.83772,             0.41253,             0.32054,             0.64806,             0.50376,             0.26428,             0.54767,              0.3519,             0.38656,             0.62323,             0.40423,             0.53394,             0.55771,               0.641,             0.40776,             0.50331
                 159,            0.027841,           0.0072576,           0.0038683,             0.67354,             0.48136,             0.49685,             0.31898,            0.035829,            0.020695,            0.035091,            0.004786,            0.004786,            0.004786,             0.66359,             0.24579,             0.16996,             0.28906,              0.2343,             0.12798,             0.32999,             0.21894,             0.22442,             0.48141,             0.21931,             0.39101,             0.39623,               0.447,             0.30241,             0.36226,             0.83677,             0.40934,             0.31448,             0.64886,             0.50184,             0.26619,             0.54863,             0.35376,             0.38704,             0.63484,             0.40137,             0.53614,             0.55704,             0.64126,             0.40741,              0.5046
                 160,            0.027335,           0.0072679,           0.0041918,             0.68177,             0.47914,             0.49924,             0.31994,            0.035825,            0.020731,            0.035091,            0.004753,            0.004753,            0.004753,             0.66324,             0.24575,             0.16839,             0.29266,              0.2372,             0.13043,             0.33048,             0.21829,             0.22413,             0.48625,             0.22393,             0.39388,             0.39307,             0.44714,             0.30001,             0.36414,             0.83679,             0.40594,             0.31598,             0.66152,             0.50109,             0.27133,             0.55145,             0.35792,             0.38609,             0.63953,             0.41064,             0.53781,             0.55678,              0.6418,             0.40902,             0.50415
                 161,            0.026397,           0.0072129,           0.0039407,             0.68623,             0.47757,             0.49809,              0.3203,            0.035817,            0.020773,            0.035079,             0.00472,             0.00472,             0.00472,             0.66446,             0.24657,             0.16677,             0.29057,             0.23607,             0.13319,             0.32752,             0.22147,             0.22436,             0.48387,             0.22266,             0.39605,             0.39216,             0.44695,             0.30543,             0.36662,             0.83518,             0.40554,             0.30944,             0.64725,             0.50214,             0.27424,             0.55087,             0.36968,             0.38444,               0.627,             0.40969,             0.53756,             0.55544,             0.63937,             0.41115,             0.51051
                 162,            0.026878,           0.0071956,           0.0037556,             0.67132,             0.48215,             0.49868,             0.31973,            0.035817,            0.020794,            0.035128,            0.004687,            0.004687,            0.004687,             0.66344,             0.24652,             0.16462,             0.28468,             0.23166,             0.13376,             0.32865,             0.21631,              0.2237,             0.48319,             0.22775,             0.39379,             0.39887,             0.44633,             0.30874,             0.36366,             0.83525,             0.40045,             0.30745,             0.64599,             0.50315,             0.27628,             0.55384,             0.36736,             0.38666,             0.62973,             0.41565,             0.53973,             0.55556,             0.63991,             0.41225,             0.50963
                 163,            0.026849,           0.0071612,           0.0038732,              0.6661,              0.4874,             0.49954,             0.31991,            0.035796,            0.020808,            0.035126,            0.004654,            0.004654,            0.004654,             0.66328,             0.24537,             0.16226,             0.29029,             0.23292,             0.13662,             0.33004,             0.21597,             0.22418,             0.48168,             0.23143,             0.39244,             0.39983,             0.44867,              0.3047,             0.35881,             0.83271,             0.39874,             0.30528,             0.65898,             0.50378,             0.28376,             0.55228,               0.363,             0.38652,             0.64019,             0.41362,             0.54088,             0.55602,             0.64073,             0.41246,             0.50369
                 164,            0.026996,           0.0072052,           0.0038253,             0.65933,             0.48892,             0.49834,             0.31913,            0.035817,            0.020854,             0.03516,            0.004621,            0.004621,            0.004621,             0.66021,             0.24589,             0.16099,             0.28491,             0.23555,             0.13783,             0.32087,             0.21328,             0.22682,             0.48533,             0.23217,             0.39392,             0.39748,             0.45023,             0.30255,             0.35808,             0.83334,             0.39933,             0.30571,             0.64124,             0.50458,             0.28463,             0.54675,               0.354,             0.39012,             0.64926,             0.41705,             0.54006,             0.55583,              0.6417,             0.41163,             0.49822
                 165,            0.026933,           0.0071921,           0.0037699,             0.65972,             0.48938,             0.49954,             0.31897,            0.035782,            0.020823,             0.03513,            0.004588,            0.004588,            0.004588,             0.66044,             0.24147,             0.16397,             0.29094,             0.23401,             0.13849,              0.3178,             0.20818,             0.22653,             0.49247,             0.22601,             0.39562,             0.40028,             0.45028,             0.30821,             0.34886,             0.83556,             0.40059,             0.30954,             0.64948,             0.50519,             0.28795,             0.54749,             0.35267,             0.39072,             0.65917,             0.40963,              0.5404,             0.55572,             0.64167,             0.41436,             0.49243
                 166,            0.026765,           0.0072147,           0.0037276,             0.66431,             0.48877,             0.49926,                0.32,            0.035751,             0.02081,            0.035175,            0.004555,            0.004555,            0.004555,             0.66367,             0.24814,               0.166,             0.29287,             0.23238,             0.14012,             0.31406,             0.21547,             0.22632,             0.49326,             0.22584,             0.39636,             0.39837,             0.45059,             0.30842,             0.34814,              0.8383,             0.40556,              0.3125,             0.65674,             0.49205,             0.28765,             0.53981,              0.3546,             0.39127,             0.65099,             0.41297,              0.5411,             0.55703,             0.64071,             0.41446,             0.49248
                 167,            0.026736,           0.0072263,           0.0038318,             0.66378,             0.49078,             0.49933,             0.31911,            0.035725,            0.020799,            0.035219,            0.004522,            0.004522,            0.004522,              0.6642,             0.24598,             0.16939,             0.29449,             0.23669,             0.14183,             0.30665,             0.21765,              0.2252,             0.49145,             0.22346,             0.39385,             0.39866,             0.44952,             0.31001,             0.33666,             0.83905,             0.40423,             0.30742,             0.65696,             0.50567,             0.28824,              0.5312,             0.35634,             0.38957,             0.64883,               0.412,              0.5418,             0.55846,             0.64246,              0.4146,              0.4925
                 168,            0.026934,           0.0071262,           0.0037725,             0.66161,             0.49049,             0.49889,             0.31836,            0.035706,            0.020786,             0.03532,            0.004489,            0.004489,            0.004489,             0.66256,             0.24592,             0.17018,             0.29481,             0.23859,             0.14114,             0.30245,               0.217,             0.22568,             0.48926,             0.22662,             0.39393,             0.39059,             0.44949,             0.30434,             0.34126,             0.83883,             0.40672,             0.30763,             0.64653,             0.50723,             0.28863,             0.52487,             0.35571,             0.39011,             0.65262,              0.4147,             0.54219,             0.56498,             0.63699,             0.41468,             0.48978
                 169,            0.026284,           0.0070851,           0.0034551,             0.65955,             0.49024,             0.49763,             0.31914,            0.035678,            0.020781,            0.035393,            0.004456,            0.004456,            0.004456,             0.66218,             0.24566,             0.16859,             0.30045,             0.24132,             0.14215,             0.30087,             0.21351,             0.22498,             0.49091,             0.23004,             0.39627,             0.38955,             0.45103,             0.30856,             0.34019,             0.83715,             0.40748,             0.30307,             0.64383,             0.49477,             0.29052,             0.52309,             0.35495,             0.38925,             0.65207,             0.41471,             0.54203,             0.56632,             0.63989,             0.41461,             0.48832
                 170,            0.026528,           0.0070363,           0.0036662,             0.66427,             0.49102,             0.49936,             0.31923,            0.035667,            0.020794,            0.035502,            0.004423,            0.004423,            0.004423,              0.6623,             0.24008,             0.16663,             0.29798,             0.23652,              0.1426,              0.3019,             0.22362,             0.22618,              0.4874,             0.23475,             0.39481,             0.38586,             0.45409,               0.308,             0.34488,              0.8366,             0.40507,             0.30086,             0.64276,             0.50818,             0.29186,             0.51618,             0.37934,             0.38952,              0.6486,             0.41566,             0.54148,             0.56789,             0.64349,             0.41412,             0.48815
                 171,            0.027436,           0.0070544,           0.0038597,             0.66664,             0.48831,              0.4987,             0.31994,            0.035641,            0.020806,            0.035541,             0.00439,             0.00439,             0.00439,              0.6638,             0.23979,               0.165,              0.2971,             0.23494,             0.14281,             0.30087,             0.22567,             0.22642,             0.49007,             0.23674,             0.39451,             0.39136,             0.45468,              0.3081,             0.34718,             0.83668,             0.40242,             0.30093,             0.64257,             0.50577,             0.29114,              0.5125,             0.38193,             0.38975,             0.64951,             0.41428,             0.54002,             0.56411,             0.64413,             0.41427,              0.4892
                 172,            0.026395,           0.0069804,           0.0036901,              0.6675,             0.48425,             0.49782,             0.31866,            0.035595,            0.020802,             0.03565,            0.004357,            0.004357,            0.004357,             0.66504,             0.23443,             0.16604,             0.29728,             0.23626,             0.14338,             0.29559,             0.22616,             0.22433,             0.48987,             0.23218,             0.39572,             0.38035,             0.45615,             0.30688,             0.34882,             0.83609,             0.40147,             0.30184,             0.64152,             0.50518,             0.28989,             0.50593,             0.38275,             0.38768,             0.64868,             0.41656,             0.53991,             0.56374,             0.64382,             0.41269,             0.48734
                 173,            0.026308,           0.0069606,           0.0035755,             0.67148,             0.48447,             0.49812,              0.3187,            0.035561,            0.020801,            0.035683,            0.004324,            0.004324,            0.004324,             0.66556,             0.23349,             0.16713,             0.29754,             0.23815,             0.13977,             0.29593,              0.2323,             0.22247,             0.49044,             0.23639,             0.39478,             0.38386,             0.45268,             0.30657,             0.34209,             0.83763,             0.39741,             0.30388,             0.64307,             0.50674,             0.29022,             0.50667,             0.38888,              0.3858,             0.65266,             0.41898,             0.54066,             0.56426,             0.64184,             0.41279,             0.47835
                 174,            0.026409,           0.0070332,           0.0037228,             0.67428,             0.48419,             0.49827,             0.31874,             0.03554,            0.020813,            0.035652,            0.004291,            0.004291,            0.004291,             0.66596,             0.23262,             0.17053,             0.29207,              0.2407,             0.14081,             0.29853,             0.22881,             0.22059,             0.48907,             0.23674,             0.39277,             0.38813,             0.45303,             0.30581,             0.34363,             0.83654,             0.39803,             0.30744,             0.64388,             0.50643,             0.28654,             0.50925,             0.38821,             0.38346,             0.65248,             0.42052,             0.54057,             0.56506,             0.64201,             0.41172,             0.48014
                 175,            0.026503,           0.0069931,           0.0034884,             0.67975,             0.48148,              0.4983,             0.31864,            0.035514,            0.020824,            0.035694,            0.004258,            0.004258,            0.004258,             0.66656,             0.23481,             0.17132,              0.2904,             0.23887,             0.14188,             0.29953,             0.22908,             0.22015,             0.48909,             0.23579,             0.39357,             0.38298,             0.45352,              0.3069,             0.34372,             0.83725,             0.39828,             0.30967,             0.64047,             0.50578,             0.28373,             0.51163,             0.38894,             0.38252,             0.65011,             0.42108,             0.53996,             0.56733,              0.6428,             0.41314,             0.48019
                 176,            0.025289,           0.0069335,           0.0034224,             0.67677,             0.48142,             0.49823,             0.31934,            0.035486,              0.0208,            0.035725,            0.004225,            0.004225,            0.004225,             0.66716,              0.2369,             0.17068,             0.29358,             0.24382,             0.14033,             0.29746,             0.23367,             0.21949,             0.49302,             0.23439,             0.39268,             0.38426,             0.45373,             0.30514,              0.3432,             0.83817,             0.39997,             0.30867,             0.64352,             0.50712,             0.28188,             0.50853,             0.39205,             0.38186,             0.65156,              0.4173,             0.53975,             0.56837,             0.64215,             0.41073,             0.47999
                 177,             0.02554,            0.006953,           0.0034588,             0.67582,             0.48403,             0.49826,             0.31997,            0.035471,            0.020801,            0.035777,            0.004192,            0.004192,            0.004192,             0.66778,              0.2357,             0.17192,             0.29542,             0.24634,             0.14126,             0.30141,             0.23379,              0.2193,             0.49484,             0.23212,             0.39344,             0.38661,              0.4556,             0.30521,              0.3387,             0.83834,             0.40069,             0.30841,             0.64763,             0.50938,             0.27926,               0.511,              0.3939,             0.38094,             0.65302,             0.41006,              0.5402,             0.56956,             0.64013,             0.41034,             0.47927
                 178,            0.026587,           0.0069384,           0.0036868,             0.67729,             0.48462,             0.49843,             0.31968,            0.035442,            0.020804,            0.035675,            0.004159,            0.004159,            0.004159,             0.66832,             0.23518,             0.17327,             0.29524,             0.24693,             0.14281,             0.29959,             0.23137,             0.21946,             0.49718,             0.22839,             0.39145,             0.38626,              0.4552,             0.30477,             0.33947,             0.83889,              0.4001,             0.31388,             0.64363,             0.51016,             0.28176,             0.50898,             0.39243,             0.38047,             0.65423,             0.40667,             0.54027,             0.57072,             0.64403,              0.4103,             0.47828
                 179,            0.026603,           0.0069475,           0.0035819,             0.67817,             0.48089,             0.49938,             0.31973,            0.035422,            0.020797,            0.035677,            0.004126,            0.004126,            0.004126,              0.6693,              0.2378,             0.17247,             0.29705,             0.24431,             0.14093,             0.29844,             0.22836,              0.2191,             0.49558,             0.22852,              0.3909,             0.39067,             0.45383,             0.30513,              0.3433,             0.83853,             0.40139,             0.31511,             0.65192,             0.50915,             0.28189,             0.50933,             0.39519,             0.38002,             0.65165,             0.40751,              0.5403,             0.57176,              0.6436,             0.41082,             0.48196
                 180,            0.025108,           0.0068805,           0.0034762,             0.67633,             0.48378,             0.49973,             0.32023,            0.035428,              0.0208,             0.03565,            0.004093,            0.004093,            0.004093,             0.67007,             0.23948,             0.17357,             0.30111,             0.24873,              0.1392,             0.29858,             0.22784,             0.21917,             0.49331,             0.23026,             0.39105,             0.39096,             0.45418,             0.30416,             0.34194,             0.83896,             0.40249,             0.31346,             0.65521,             0.50964,             0.28306,             0.50602,             0.39533,             0.38042,             0.65009,             0.40772,              0.5409,             0.57239,             0.64449,             0.41141,             0.48414
                 181,            0.025814,           0.0069043,           0.0034196,             0.67709,             0.48328,             0.50049,             0.32116,            0.035416,            0.020813,            0.035666,             0.00406,             0.00406,             0.00406,             0.66941,             0.24016,             0.17252,             0.30228,             0.25267,             0.14029,             0.30109,             0.22806,             0.21867,             0.49303,             0.23056,             0.39188,              0.3894,             0.45565,             0.30582,             0.34711,             0.83893,             0.40419,             0.31243,             0.65758,             0.50989,             0.28451,             0.50867,              0.3959,             0.38067,             0.65001,             0.40836,             0.54244,             0.57108,             0.64288,             0.41174,             0.48859
                 182,            0.025688,           0.0068104,           0.0032057,             0.67389,             0.48095,             0.50088,              0.3227,            0.035383,            0.020844,            0.035698,            0.004027,            0.004027,            0.004027,             0.67083,             0.24113,             0.17209,             0.30705,             0.25108,             0.14186,             0.30056,             0.23247,              0.2186,             0.49816,              0.2331,              0.3927,             0.39551,             0.45637,             0.30489,             0.34677,             0.83832,             0.40261,              0.3118,             0.65546,             0.51024,             0.28758,             0.50771,             0.39621,             0.38063,             0.65303,             0.40932,             0.54296,             0.57351,             0.64346,             0.41237,             0.48892
                 183,            0.025273,           0.0068601,           0.0033952,             0.66927,              0.4834,             0.50027,             0.32187,            0.035366,            0.020852,            0.035678,            0.003994,            0.003994,            0.003994,             0.66906,             0.24053,             0.17249,             0.30644,             0.25241,             0.14183,             0.30028,              0.2305,             0.21772,             0.49752,             0.23458,             0.39135,             0.38802,             0.45535,             0.30399,             0.34787,             0.83658,             0.40202,             0.31288,             0.64683,             0.51054,             0.28788,             0.50693,              0.3961,             0.37928,             0.65207,             0.41038,              0.5425,             0.57127,             0.64447,             0.41207,             0.49249
                 184,            0.025278,           0.0068418,           0.0031923,             0.67626,             0.48066,             0.50011,             0.32258,            0.035343,            0.020887,            0.035691,            0.003961,            0.003961,            0.003961,             0.66997,               0.243,             0.17445,             0.30737,             0.25375,             0.14039,             0.29699,             0.22787,             0.21885,             0.49816,             0.23557,             0.39039,             0.39497,             0.45653,             0.30583,             0.34717,             0.83589,             0.40199,              0.3093,             0.64779,             0.51055,             0.28681,              0.5033,             0.39769,             0.37978,             0.65379,             0.41109,             0.54228,             0.57327,             0.64426,             0.41135,             0.49268
                 185,            0.025516,           0.0068821,           0.0031973,             0.67451,             0.48168,             0.50009,             0.32232,            0.035324,            0.020895,             0.03573,            0.003928,            0.003928,            0.003928,             0.66994,             0.24135,             0.17332,             0.30659,             0.25473,             0.14325,             0.29547,             0.22693,             0.21924,             0.50083,             0.23616,             0.38944,             0.39469,             0.45606,             0.30464,             0.34442,             0.83581,             0.40132,             0.30874,             0.64786,              0.5119,             0.28695,             0.50189,             0.39758,             0.38249,             0.65502,             0.41057,             0.54169,             0.57268,             0.64539,             0.41131,              0.4903
                 186,            0.025352,           0.0068921,           0.0034315,              0.6709,             0.48449,             0.50014,              0.3225,            0.035308,            0.020928,            0.035762,            0.003895,            0.003895,            0.003895,             0.66975,             0.24171,             0.17557,             0.30634,             0.25251,             0.14179,             0.29723,             0.23001,             0.21993,             0.50063,             0.23626,             0.38775,             0.39678,             0.45611,             0.30408,              0.3436,             0.83522,             0.40129,             0.31241,             0.64607,             0.51173,             0.28709,             0.50111,             0.39765,             0.38272,             0.65481,             0.41416,             0.54047,             0.56959,              0.6451,             0.41206,             0.49077
                 187,            0.025439,           0.0068945,           0.0032209,              0.6705,             0.48293,             0.49985,             0.32318,            0.035306,            0.020943,            0.035815,            0.003862,            0.003862,            0.003862,             0.67002,              0.2419,             0.17767,             0.30682,             0.25138,             0.14161,             0.30089,             0.23026,             0.21972,             0.50025,             0.23643,             0.38666,             0.40194,             0.45635,             0.30664,             0.34231,              0.8353,             0.39959,             0.31525,             0.64411,             0.51079,             0.28622,             0.50216,             0.39784,              0.3817,             0.65498,               0.414,             0.53915,             0.56896,             0.64462,              0.4138,              0.4892
                 188,            0.025163,           0.0068306,           0.0032143,             0.67001,              0.4827,             0.49943,             0.32266,            0.035291,            0.020965,            0.035873,            0.003829,            0.003829,            0.003829,             0.67088,             0.24174,             0.17715,             0.30457,              0.2516,             0.14124,             0.29873,             0.22986,             0.21973,             0.50041,             0.23714,              0.3852,             0.40071,             0.45577,             0.30496,              0.3428,             0.83505,             0.39961,             0.31495,             0.64279,             0.51086,             0.28555,             0.50072,              0.3978,             0.38166,             0.65514,             0.40987,             0.53867,             0.56976,             0.64695,             0.41158,              0.4899
